date	close
1987-05-22	3.852684
1987-05-26	3.927557
1987-05-27	3.944207
1987-05-28	3.989916
1987-05-29	4.003915
1987-06-01	3.942192
1987-06-02	3.913346
1987-06-03	3.940071
1987-06-04	3.950570
1987-06-05	3.938480
1987-06-08	3.977720
1987-06-09	4.018868
1987-06-10	4.030428
1987-06-11	4.022898
1987-06-12	4.037640
1987-06-15	4.021520
1987-06-16	4.054184
1987-06-17	4.058002
1987-06-18	4.080273
1987-06-19	4.073485
1987-06-22	4.091514
1987-06-23	4.069031
1987-06-24	4.070410
1987-06-25	4.058532
1987-06-26	4.052487
1987-06-29	4.044851
1987-06-30	4.013884
1987-07-01	4.018868
1987-07-02	4.038170
1987-07-06	4.009323
1987-07-07	3.982386
1987-07-08	3.974538
1987-07-09	3.987053
1987-07-10	4.003172
1987-07-13	4.038912
1987-07-14	4.135738
1987-07-15	4.133299
1987-07-16	4.158115
1987-07-17	4.154404
1987-07-20	4.111877
1987-07-21	4.097772
1987-07-22	4.107104
1987-07-23	4.061926
1987-07-24	4.094166
1987-07-27	4.097772
1987-07-28	4.109649
1987-07-29	4.130224
1987-07-30	4.169251
1987-07-31	4.164691
1987-08-03	4.141147
1987-08-04	4.154722
1987-08-05	4.204885
1987-08-06	4.281667
1987-08-07	4.321225
1987-08-10	4.370009
1987-08-11	4.420066
1987-08-12	4.391856
1987-08-13	4.379342
1987-08-14	4.379235
1987-08-17	4.386977
1987-08-18	4.324830
1987-08-19	4.356434
1987-08-20	4.431519
1987-08-21	4.466411
1987-08-24	4.443185
1987-08-25	4.469380
1987-08-26	4.478819
1987-08-27	4.467683
1987-08-28	4.429717
1987-08-31	4.445200
1987-09-01	4.388250
1987-09-02	4.363646
1987-09-03	4.348480
1987-09-04	4.328224
1987-09-08	4.239988
1987-09-09	4.276046
1987-09-10	4.351662
1987-09-11	4.377114
1987-09-14	4.351556
1987-09-15	4.289939
1987-09-16	4.269683
1987-09-17	4.285697
1987-09-18	4.277637
1987-09-21	4.183992
1987-09-22	4.272440
1987-09-23	4.328542
1987-09-24	4.340526
1987-09-25	4.350601
1987-09-28	4.340208
1987-09-29	4.330133
1987-09-30	4.358873
1987-10-01	4.447958
1987-10-02	4.499711
1987-10-05	4.535027
1987-10-06	4.413279
1987-10-07	4.388250
1987-10-08	4.318997
1987-10-09	4.294393
1987-10-12	4.234155
1987-10-13	4.268198
1987-10-14	4.188977
1987-10-15	4.095014
1987-10-16	3.887575
1987-10-19	3.301421
1987-10-20	3.053470
1987-10-21	3.367811
1987-10-22	3.181264
1987-10-23	3.084438
1987-10-26	2.723964
1987-10-27	2.754508
1987-10-28	2.783036
1987-10-29	3.046683
1987-10-30	3.183067
1987-11-02	3.228139
1987-11-03	3.120814
1987-11-04	3.137994
1987-11-05	3.245850
1987-11-06	3.196005
1987-11-09	3.107027
1987-11-10	3.042547
1987-11-11	3.085710
1987-11-12	3.178294
1987-11-13	3.138100
1987-11-16	3.127707
1987-11-17	3.045304
1987-11-18	3.072030
1987-11-19	2.991960
1987-11-20	2.987187
1987-11-23	3.008504
1987-11-24	3.068318
1987-11-25	3.075423
1987-11-27	3.040638
1987-11-30	2.908496
1987-12-01	2.909239
1987-12-02	2.926101
1987-12-03	2.819942
1987-12-04	2.766598
1987-12-07	2.824078
1987-12-08	2.899270
1987-12-09	2.964386
1987-12-10	2.948584
1987-12-11	2.965659
1987-12-14	3.098437
1987-12-15	3.115617
1987-12-16	3.204065
1987-12-17	3.179673
1987-12-18	3.282226
1987-12-21	3.309270
1987-12-22	3.299406
1987-12-23	3.352539
1987-12-24	3.355190
1987-12-28	3.240547
1987-12-29	3.273742
1987-12-30	3.336101
1987-12-31	3.314148
1988-01-04	3.432078
1988-01-05	3.484469
1988-01-06	3.524663
1988-01-07	3.578219
1988-01-08	3.355403
1988-01-11	3.369826
1988-01-12	3.303012
1988-01-13	3.299194
1988-01-14	3.309588
1988-01-15	3.389975
1988-01-18	3.373007
1988-01-19	3.351478
1988-01-20	3.233866
1988-01-21	3.244153
1988-01-22	3.273954
1988-01-25	3.331222
1988-01-26	3.292513
1988-01-27	3.296649
1988-01-28	3.343949
1988-01-29	3.375234
1988-02-01	3.364311
1988-02-02	3.371947
1988-02-03	3.321147
1988-02-04	3.338116
1988-02-05	3.351584
1988-02-08	3.348615
1988-02-09	3.370992
1988-02-10	3.441199
1988-02-11	3.456365
1988-02-12	3.477151
1988-02-16	3.511194
1988-02-17	3.516814
1988-02-18	3.515648
1988-02-19	3.543752
1988-02-22	3.610035
1988-02-23	3.633048
1988-02-24	3.658289
1988-02-25	3.622443
1988-02-26	3.619474
1988-02-29	3.661789
1988-03-01	3.661683
1988-03-02	3.714285
1988-03-03	3.743661
1988-03-04	3.762539
1988-03-07	3.785340
1988-03-08	3.809944
1988-03-09	3.844200
1988-03-10	3.784704
1988-03-11	3.773144
1988-03-14	3.801142
1988-03-15	3.782159
1988-03-16	3.826807
1988-03-17	3.844093
1988-03-18	3.839851
1988-03-21	3.794567
1988-03-22	3.818216
1988-03-23	3.801884
1988-03-24	3.706861
1988-03-25	3.666879
1988-03-28	3.666031
1988-03-29	3.683529
1988-03-30	3.650971
1988-03-31	3.674939
1988-04-04	3.635594
1988-04-05	3.667197
1988-04-06	3.745783
1988-04-07	3.761266
1988-04-08	3.795203
1988-04-11	3.816626
1988-04-12	3.820020
1988-04-13	3.826064
1988-04-14	3.675151
1988-04-15	3.672288
1988-04-18	3.681090
1988-04-19	3.698165
1988-04-20	3.668046
1988-04-21	3.649699
1988-04-22	3.676212
1988-04-25	3.699119
1988-04-26	3.748858
1988-04-27	3.758721
1988-04-28	3.748540
1988-04-29	3.731359
1988-05-02	3.748858
1988-05-03	3.796582
1988-05-04	3.788734
1988-05-05	3.768690
1988-05-06	3.758084
1988-05-09	3.710361
1988-05-10	3.697423
1988-05-11	3.622761
1988-05-12	3.641957
1988-05-13	3.687347
1988-05-16	3.711527
1988-05-17	3.692120
1988-05-18	3.611838
1988-05-19	3.613111
1988-05-20	3.603354
1988-05-23	3.555948
1988-05-24	3.589037
1988-05-25	3.584794
1988-05-26	3.602717
1988-05-27	3.596991
1988-05-31	3.676742
1988-06-01	3.747373
1988-06-02	3.742601
1988-06-03	3.775583
1988-06-06	3.812490
1988-06-07	3.812914
1988-06-08	3.881848
1988-06-09	3.876757
1988-06-10	3.908786
1988-06-13	3.918330
1988-06-14	3.940389
1988-06-15	3.947389
1988-06-16	3.913452
1988-06-17	3.901468
1988-06-20	3.885666
1988-06-21	3.919497
1988-06-22	3.965948
1988-06-23	3.967857
1988-06-24	3.973796
1988-06-27	3.926390
1988-06-28	3.991613
1988-06-29	3.983023
1988-06-30	4.009323
1988-07-01	4.029049
1988-07-05	4.070410
1988-07-06	4.039124
1988-07-07	4.016959
1988-07-08	3.990658
1988-07-11	3.980901
1988-07-12	3.971357
1988-07-13	3.990128
1988-07-14	4.002006
1988-07-15	3.998400
1988-07-18	4.004445
1988-07-19	3.940495
1988-07-20	3.929360
1988-07-21	3.868910
1988-07-22	3.857350
1988-07-25	3.851623
1988-07-26	3.811641
1988-07-27	3.762114
1988-07-28	3.780144
1988-07-29	3.842503
1988-08-01	3.848442
1988-08-02	3.829246
1988-08-03	3.840594
1988-08-04	3.842821
1988-08-05	3.815671
1988-08-08	3.813974
1988-08-09	3.759994
1988-08-10	3.662637
1988-08-11	3.704104
1988-08-12	3.685226
1988-08-15	3.607596
1988-08-16	3.661895
1988-08-17	3.667409
1988-08-18	3.681090
1988-08-19	3.665501
1988-08-22	3.603566
1988-08-23	3.597415
1988-08-24	3.647260
1988-08-25	3.617034
1988-08-26	3.626579
1988-08-29	3.664440
1988-08-30	3.655956
1988-08-31	3.626897
1988-09-01	3.568038
1988-09-02	3.636866
1988-09-06	3.646835
1988-09-07	3.650229
1988-09-08	3.668682
1988-09-09	3.722027
1988-09-12	3.724466
1988-09-13	3.730299
1988-09-14	3.753842
1988-09-15	3.720648
1988-09-16	3.746737
1988-09-19	3.735389
1988-09-20	3.750130
1988-09-21	3.771341
1988-09-22	3.781310
1988-09-23	3.764342
1988-09-26	3.730299
1988-09-27	3.728814
1988-09-28	3.755433
1988-09-29	3.792976
1988-09-30	3.804430
1988-10-03	3.749812
1988-10-04	3.739207
1988-10-05	3.730087
1988-10-06	3.738041
1988-10-07	3.733056
1988-10-10	3.710467
1988-10-11	3.725102
1988-10-12	3.675575
1988-10-13	3.708346
1988-10-14	3.719693
1988-10-17	3.728496
1988-10-18	3.754055
1988-10-19	3.754055
1988-10-20	3.825640
1988-10-21	3.812384
1988-10-24	3.784174
1988-10-25	3.762751
1988-10-26	3.740480
1988-10-27	3.696574
1988-10-28	3.709406
1988-10-31	3.707179
1988-11-01	3.703255
1988-11-02	3.690953
1988-11-03	3.695938
1988-11-04	3.681302
1988-11-07	3.634215
1988-11-08	3.685332
1988-11-09	3.679924
1988-11-10	3.675257
1988-11-11	3.589673
1988-11-14	3.583628
1988-11-15	3.565599
1988-11-16	3.510876
1988-11-17	3.525299
1988-11-18	3.532086
1988-11-21	3.474606
1988-11-22	3.485953
1988-11-23	3.546191
1988-11-25	3.515012
1988-11-28	3.520845
1988-11-29	3.545767
1988-11-30	3.588506
1988-12-01	3.634003
1988-12-02	3.640048
1988-12-05	3.666349
1988-12-06	3.690953
1988-12-07	3.666031
1988-12-08	3.645775
1988-12-09	3.643866
1988-12-12	3.629337
1988-12-13	3.611202
1988-12-14	3.624246
1988-12-15	3.640154
1988-12-16	3.690953
1988-12-19	3.720118
1988-12-20	3.713436
1988-12-21	3.704634
1988-12-22	3.706755
1988-12-23	3.724784
1988-12-27	3.716512
1988-12-28	3.714603
1988-12-29	3.747479
1988-12-30	3.762963
1989-01-03	3.703892
1989-01-04	3.766145
1989-01-05	3.764554
1989-01-06	3.765296
1989-01-09	3.768053
1989-01-10	3.755645
1989-01-11	3.766887
1989-01-12	3.796688
1989-01-13	3.798809
1989-01-16	3.800930
1989-01-17	3.756176
1989-01-18	3.789158
1989-01-19	3.829988
1989-01-20	3.824686
1989-01-23	3.779825
1989-01-24	3.821610
1989-01-25	3.850987
1989-01-26	3.902634
1989-01-27	3.893090
1989-01-30	3.919391
1989-01-31	3.955131
1989-02-01	3.995430
1989-02-02	4.027140
1989-02-03	4.029474
1989-02-06	4.018656
1989-02-07	4.073591
1989-02-08	4.031064
1989-02-09	4.002218
1989-02-10	3.938905
1989-02-13	3.932541
1989-02-14	3.937314
1989-02-15	3.975174
1989-02-16	3.983871
1989-02-17	3.998400
1989-02-21	3.991188
1989-02-22	3.940071
1989-02-23	3.955131
1989-02-24	3.915255
1989-02-27	3.898817
1989-02-28	3.898286
1989-03-01	3.894256
1989-03-02	3.933708
1989-03-03	3.941238
1989-03-06	3.977084
1989-03-07	3.960009
1989-03-08	3.950570
1989-03-09	3.931375
1989-03-10	3.923845
1989-03-13	3.942616
1989-03-14	3.931481
1989-03-15	3.931693
1989-03-16	3.969235
1989-03-17	3.860531
1989-03-20	3.815247
1989-03-21	3.861168
1989-03-22	3.830412
1989-03-23	3.839957
1989-03-27	3.842184
1989-03-28	3.860638
1989-03-29	3.888741
1989-03-30	3.910482
1989-03-31	3.942404
1989-04-03	3.941556
1989-04-04	3.935299
1989-04-05	3.947070
1989-04-06	3.949404
1989-04-07	3.996067
1989-04-10	4.014626
1989-04-11	4.049305
1989-04-12	4.083666
1989-04-13	4.068819
1989-04-14	4.128209
1989-04-17	4.127360
1989-04-18	4.174872
1989-04-19	4.201173
1989-04-20	4.192264
1989-04-21	4.217929
1989-04-24	4.206370
1989-04-25	4.183568
1989-04-26	4.183780
1989-04-27	4.232989
1989-04-28	4.252078
1989-05-01	4.258017
1989-05-02	4.257911
1989-05-03	4.275728
1989-05-04	4.286545
1989-05-05	4.315074
1989-05-08	4.306589
1989-05-09	4.299060
1989-05-10	4.306059
1989-05-11	4.316664
1989-05-12	4.393871
1989-05-15	4.430777
1989-05-16	4.417202
1989-05-17	4.469698
1989-05-18	4.476698
1989-05-19	4.509574
1989-05-22	4.504484
1989-05-23	4.467471
1989-05-24	4.496318
1989-05-25	4.514453
1989-05-26	4.548283
1989-05-30	4.530361
1989-05-31	4.550617
1989-06-01	4.572782
1989-06-02	4.619445
1989-06-05	4.526330
1989-06-06	4.547435
1989-06-07	4.663775
1989-06-08	4.653382
1989-06-09	4.640761
1989-06-12	4.636626
1989-06-13	4.593038
1989-06-14	4.595583
1989-06-15	4.519755
1989-06-16	4.513922
1989-06-19	4.502681
1989-06-20	4.476274
1989-06-21	4.473516
1989-06-22	4.501302
1989-06-23	4.544572
1989-06-26	4.530891
1989-06-27	4.537678
1989-06-28	4.476910
1989-06-29	4.385705
1989-06-30	4.339360
1989-07-03	4.358025
1989-07-05	4.377114
1989-07-06	4.404794
1989-07-07	4.445306
1989-07-10	4.440004
1989-07-11	4.452942
1989-07-12	4.472668
1989-07-13	4.485606
1989-07-14	4.514983
1989-07-17	4.533436
1989-07-18	4.483591
1989-07-19	4.530785
1989-07-20	4.477440
1989-07-21	4.472562
1989-07-24	4.414233
1989-07-25	4.412112
1989-07-26	4.451988
1989-07-27	4.512650
1989-07-28	4.520922
1989-07-31	4.544890
1989-08-01	4.514347
1989-08-02	4.514453
1989-08-03	4.550935
1989-08-04	4.563237
1989-08-07	4.640019
1989-08-08	4.660593
1989-08-09	4.620718
1989-08-10	4.611597
1989-08-11	4.587947
1989-08-14	4.556237
1989-08-15	4.578721
1989-08-16	4.557510
1989-08-17	4.584659
1989-08-18	4.596750
1989-08-21	4.542981
1989-08-22	4.568433
1989-08-23	4.613082
1989-08-24	4.674698
1989-08-25	4.683713
1989-08-28	4.697288
1989-08-29	4.672683
1989-08-30	4.696015
1989-08-31	4.708847
1989-09-01	4.740875
1989-09-05	4.742254
1989-09-06	4.701742
1989-09-07	4.691773
1989-09-08	4.722634
1989-09-11	4.729104
1989-09-12	4.758056
1989-09-13	4.764207
1989-09-14	4.717438
1989-09-15	4.707893
1989-09-18	4.703439
1989-09-19	4.707363
1989-09-20	4.715210
1989-09-21	4.722634
1989-09-22	4.748829
1989-09-25	4.748829
1989-09-26	4.748405
1989-09-27	4.747026
1989-09-28	4.798886
1989-09-29	4.801856
1989-10-02	4.838338
1989-10-03	4.851594
1989-10-04	4.897515
1989-10-05	4.915332
1989-10-06	4.971858
1989-10-09	5.022339
1989-10-10	5.007492
1989-10-11	4.986281
1989-10-12	4.974828
1989-10-13	4.765267
1989-10-16	4.771206
1989-10-17	4.756359
1989-10-18	4.804719
1989-10-19	4.910878
1989-10-20	4.900697
1989-10-23	4.852124
1989-10-24	4.797295
1989-10-25	4.796023
1989-10-26	4.709908
1989-10-27	4.641716
1989-10-30	4.646700
1989-10-31	4.721786
1989-11-01	4.736527
1989-11-02	4.654654
1989-11-03	4.646276
1989-11-06	4.564191
1989-11-07	4.616475
1989-11-08	4.674168
1989-11-09	4.680107
1989-11-10	4.719983
1989-11-13	4.724755
1989-11-14	4.695379
1989-11-15	4.716059
1989-11-16	4.702378
1989-11-17	4.722104
1989-11-20	4.738754
1989-11-21	4.724861
1989-11-22	4.743208
1989-11-24	4.768873
1989-11-27	4.743633
1989-11-28	4.742360
1989-11-29	4.740451
1989-11-30	4.760601
1989-12-01	4.779054
1989-12-04	4.808855
1989-12-05	4.821263
1989-12-06	4.754450
1989-12-07	4.767388
1989-12-08	4.751693
1989-12-11	4.671941
1989-12-12	4.619763
1989-12-13	4.621990
1989-12-14	4.589008
1989-12-15	4.542026
1989-12-18	4.472244
1989-12-19	4.479349
1989-12-20	4.522831
1989-12-21	4.586356
1989-12-22	4.615945
1989-12-26	4.615733
1989-12-27	4.699727
1989-12-28	4.699833
1989-12-29	4.747663
1990-01-02	4.830172
1990-01-03	4.795705
1990-01-04	4.766328
1990-01-05	4.732921
1990-01-08	4.741405
1990-01-09	4.691348
1990-01-10	4.593250
1990-01-11	4.528558
1990-01-12	4.428656
1990-01-15	4.403628
1990-01-16	4.494833
1990-01-17	4.467047
1990-01-18	4.466305
1990-01-19	4.537148
1990-01-22	4.413066
1990-01-23	4.400764
1990-01-24	4.385174
1990-01-25	4.364600
1990-01-26	4.310937
1990-01-29	4.285697
1990-01-30	4.192370
1990-01-31	4.283258
1990-02-01	4.306695
1990-02-02	4.361207
1990-02-05	4.379766
1990-02-06	4.349753
1990-02-07	4.386447
1990-02-08	4.395780
1990-02-09	4.422293
1990-02-12	4.388038
1990-02-13	4.394825
1990-02-14	4.413066
1990-02-15	4.452730
1990-02-16	4.419323
1990-02-20	4.349541
1990-02-21	4.342859
1990-02-22	4.330981
1990-02-23	4.280182
1990-02-26	4.340208
1990-02-27	4.364812
1990-02-28	4.409991
1990-03-01	4.435231
1990-03-02	4.486879
1990-03-05	4.462487
1990-03-06	4.474577
1990-03-07	4.457502
1990-03-08	4.520180
1990-03-09	4.535239
1990-03-12	4.528982
1990-03-13	4.486243
1990-03-14	4.502363
1990-03-15	4.528027
1990-03-16	4.623051
1990-03-19	4.663563
1990-03-20	4.601098
1990-03-21	4.578297
1990-03-22	4.508089
1990-03-23	4.549450
1990-03-26	4.590705
1990-03-27	4.612658
1990-03-28	4.543935
1990-03-29	4.520180
1990-03-30	4.520922
1990-04-02	4.510847
1990-04-03	4.598658
1990-04-04	4.570448
1990-04-05	4.540329
1990-04-06	4.506711
1990-04-09	4.499075
1990-04-10	4.522619
1990-04-11	4.550192
1990-04-12	4.582432
1990-04-16	4.601098
1990-04-17	4.592083
1990-04-18	4.520922
1990-04-19	4.472668
1990-04-20	4.424944
1990-04-23	4.361525
1990-04-24	4.343071
1990-04-25	4.360464
1990-04-26	4.364812
1990-04-27	4.319952
1990-04-30	4.365449
1990-05-01	4.391431
1990-05-02	4.422399
1990-05-03	4.456124
1990-05-04	4.511589
1990-05-07	4.560904
1990-05-08	4.563873
1990-05-09	4.569388
1990-05-10	4.598658
